AccountName,SubscriptionName,ResourceGroup,MeterCategory,Sum of Cost
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,backup-prod-rg,Storage,$0.55
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BAMAU-AUEAST-PSTArchive-Prod-RG,Bandwidth,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BAMAU-AUEAST-PSTArchive-Prod-RG,Storage,$377.79
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BAM-AUEast-BasTax-EstateMaster-VisualRisk-Laserfiche-PROD-RG,Storage,$361.92
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BAM-AUEast-BasTax-EstateMaster-VisualRisk-Laserfiche-PROD-RG,Virtual Machines,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BAM-AUEast-BasTax-EstateMaster-VisualRisk-Laserfiche-PROD-RG,Virtual Machines Licenses,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BAM-AUEast-Cougar-PROD-RG,Bandwidth,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BAM-AUEast-Cougar-PROD-RG,Storage,$574.01
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BAM-AUEast-Cougar-PROD-RG,Virtual Machines,$10.61
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BAM-AUEast-Cougar-PROD-RG,Virtual Machines Licenses,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BAM-AUEast-COUGAR-RECOVERY-RG,Storage,$51.51
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BAM-AUEast-COUGAR-RECOVERY-RG,Virtual Network,$2.90
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BAM-AUEAST-THAKRALMENZIES-PROD-RG,Storage,$634.82
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BAM-AUEAST-THAKRALMENZIES-PROD-RG,Virtual Machines,$258.15
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,bam-ia-analyticsservices-prod-rg,Bandwidth,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,bam-ia-analyticsservices-prod-rg,Storage,$398.63
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,bam-ia-analyticsservices-prod-rg,Virtual Machines,$204.79
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,bam-ia-analyticsservices-prod-rg,Virtual Machines Licenses,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BAM-USEAST-RiskAnalyticsReporting-PROD-RG,Bandwidth,$0.48
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BAM-USEAST-RiskAnalyticsReporting-PROD-RG,Storage,$10.78
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BAM-USEAST-RiskAnalyticsReporting-PROD-RG,Virtual Machines,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BAM-USEAST-RiskAnalyticsReporting-PROD-RG-asr,Bandwidth,$3.14
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BAM-USEAST-RiskAnalyticsReporting-PROD-RG-asr,Storage,$8.55
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BAM-USEast-SecuritiesWatchList-Prod-RG,Azure App Service,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BAM-USEast-SecuritiesWatchList-Prod-RG,Bandwidth,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BAM-USEast-SecuritiesWatchList-Prod-RG,Functions,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BAM-USEast-SecuritiesWatchList-Prod-RG,Logic Apps,$0.64
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BAM-USEast-SecuritiesWatchList-Prod-RG,Storage,$0.02
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,bfin-stg-rg,Bandwidth,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,bfin-stg-rg,Storage,$0.06
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,bpg-us-argus-prod-rg,Bandwidth,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,bpg-us-argus-prod-rg,Storage,$224.10
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,bpg-us-argus-prod-rg,Virtual Machines,$1.57
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,bpg-us-argus-prod-rg,Virtual Machines Licenses,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BPG-USEAST-ARGUS-TEST-RG,Bandwidth,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BPG-USEAST-ARGUS-TEST-RG,Storage,$125.09
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BPG-USEAST-ARGUS-TEST-RG,Virtual Machines,$1.47
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BPG-USEAST-ARGUS-TEST-RG,Virtual Machines Licenses,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BPG-USEAST-MVP-PROD-RG,Bandwidth,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BPG-USEAST-MVP-PROD-RG,Storage,$21.58
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BPG-USEAST-MVP-PROD-RG,Virtual Machines,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BPG-USEAST-MVP-PROD-RG,Virtual Network,$2.90
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,bpg-useast-realestaters-prod-rg,Bandwidth,$0.48
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,bpg-useast-realestaters-prod-rg,SQL Database,$16.27
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,bpg-useast-realestaters-prod-rg,Storage,$11.17
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,bpg-useast-realestaters-prod-rg,Virtual Machines,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BPG-US-PowerBI-PROD-RG,Bandwidth,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BPG-US-PowerBI-PROD-RG,Storage,$7.21
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BPG-US-PowerBI-PROD-RG,Virtual Machines,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BPO-UKSOUTH-WINDREAM-PROD-RG,Bandwidth,$0.57
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BPO-UKSOUTH-WINDREAM-PROD-RG,Storage,$14.82
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BPO-UKSOUTH-WINDREAM-PROD-RG,Virtual Machines,$326.94
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BPO-UKSOUTH-WINDREAM-PROD-RG,Virtual Machines Licenses,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,bpo-us-argus-prod-rg,Bandwidth,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,bpo-us-argus-prod-rg,Storage,$220.03
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,bpo-us-argus-prod-rg,Virtual Machines,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BPO-USEAST-BrazeCDN-PROD-RG,Azure Front Door Service,$23.59
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BPO-USEAST-BrazeCDN-PROD-RG,Key Vault,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BPO-USEAST-Multipurpose-PROD-RG,Bandwidth,$0.96
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BPO-USEAST-Multipurpose-PROD-RG,Storage,$9.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BPO-USEAST-Multipurpose-PROD-RG,Virtual Machines,$0.42
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BPO-USEAST-Multipurpose-PROD-RG-asr,Bandwidth,$0.03
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BPO-USEAST-Multipurpose-PROD-RG-asr,Storage,$4.44
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BPO-US-MPS-PROD-RG,Bandwidth,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BPO-US-MPS-PROD-RG,Storage,$12.62
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BPO-US-MPS-PROD-RG,Virtual Machines,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BPO-US-PWRBI-PROD-RG,Bandwidth,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BPO-US-PWRBI-PROD-RG,Storage,$133.08
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BPO-US-PWRBI-PROD-RG,Virtual Machines,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BPO-US-PWRBI-PROD-RG,Virtual Machines Licenses,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BPY-USEAST-TRCS-PROD-RG,Bandwidth,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BPY-USEAST-TRCS-PROD-RG,Storage,$50.56
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,BPY-USEAST-TRCS-PROD-RG,Virtual Machines,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,brookfieldcontracts,Cloud Services,$64.72
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,brookfieldcontractsprod-Migrated,Storage,$0.14
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,cloud-shell-storage-centralindia,Bandwidth,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,cloud-shell-storage-centralindia,Storage,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,cloud-shell-storage-eastus,Bandwidth,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,cloud-shell-storage-eastus,Storage,$1.38
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,cloud-shell-storage-southcentralus,Storage,$0.33
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,cloud-shell-storage-westeurope,Storage,$0.33
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,daxftp-prod-rg,Backup,$129.87
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,daxftp-prod-rg,Bandwidth,$0.42
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,daxftp-prod-rg,Storage,$33.44
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,daxftp-prod-rg,Virtual Machines,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,daxib-prod-rg,Bandwidth,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,daxib-prod-rg,Load Balancer,$20.24
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,daxib-prod-rg,Storage,$18.09
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,daxib-prod-rg,Virtual Machines,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,daxib-prod-rg,Virtual Machines Licenses,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,daxib-prod-rg,Virtual Network,$4.05
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,dc-prod-bfcorp-us-rg,Bandwidth,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,dc-prod-bfcorp-us-rg,Storage,$15.39
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,dc-prod-bfcorp-us-rg,Virtual Machines,$0.84
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,DC-PROD-BFCORP-US-RG-ASR,Storage,$15.12
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,DC-PROD-RG,Bandwidth,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,DC-PROD-RG,Storage,$25.75
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,DC-PROD-RG,Virtual Machines,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,DC-PROD-RG-asr,Bandwidth,$14.85
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,DC-PROD-RG-asr,Storage,$17.19
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,DC-PROD-SEA-RG,Storage,$17.20
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,DC-PROD-SEA-RG,Virtual Machines,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,DC-PROD-UKS-RG,Bandwidth,$0.15
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,DC-PROD-UKS-RG,Storage,$17.24
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,DC-PROD-UKS-RG,Virtual Machines,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,DC-TBD-SEA-RG,Storage,$0.50
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,default-storage-eastus,Storage,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,default-web-eastus,Azure App Service,$80.95
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,default-web-eastus,Bandwidth,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,mim-prod-rg,Bandwidth,$4.77
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,mim-prod-rg,Storage,$363.37
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,mim-prod-rg,Virtual Machines,$440.17
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,mim-prod-rg,Virtual Machines Licenses,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,NetworkWatcherRG,Network Watcher,$7.14
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,OFB-PROD-RG,Bandwidth,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,OFB-PROD-RG,Storage,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,PHCTOAZMIGRATE-RG,Bandwidth,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,PHCTOAZMIGRATE-RG,Key Vault,$0.02
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,PHCTOAZMIGRATE-RG,Service Bus,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,PHCTOAZMIGRATE-RG,Storage,$0.14
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,ror-prod-rg,Bandwidth,$0.09
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,ror-prod-rg,Storage,$42.15
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,ror-prod-rg,Virtual Machines,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-AUEAST-AustraliaFileMigration-RG,Bandwidth,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-AUEAST-AustraliaFileMigration-RG,Storage,$101.07
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-AUEast-DirectoryServices-Prod-RG,Bandwidth,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-AUEast-DirectoryServices-Prod-RG,Storage,$12.46
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-AUEast-DirectoryServices-Prod-RG,Virtual Machines,$202.08
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-AUEast-DirectoryServices-Prod-RG,Virtual Machines Licenses,$114.36
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-AUEast-EquitracPrintServices-PROD-RG,Bandwidth,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-AUEast-EquitracPrintServices-PROD-RG,Storage,$9.27
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-AUEast-EquitracPrintServices-PROD-RG,Virtual Machines,$320.91
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-AUEast-FileServices-PROD-RG,Storage,$4028.45
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-AUEast-FileServices-PROD-RG,Virtual Machines,$394.28
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-AUEAST-SERVICENOW-PROD-RG,Bandwidth,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-AUEAST-SERVICENOW-PROD-RG,Storage,$15.86
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-AUEAST-SERVICENOW-PROD-RG,Virtual Machines,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-AUEAST-SOFTCHOICESCCM-PROD-RG,Storage,$9.27
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-AUEAST-SOFTCHOICESCCM-PROD-RG,Virtual Machines,$89.86
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-AUEAST-TREESIZE-PROD-RG,Bandwidth,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-AUEAST-TREESIZE-PROD-RG,Storage,$10.66
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-AUEAST-TREESIZE-PROD-RG,Virtual Machines,$45.06
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-AUEAST-TREESIZE-PROD-RG,Virtual Machines Licenses,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-KMS-RG,Storage,$9.44
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-KMS-RG,Virtual Machines,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-KMS-RG,Virtual Machines Licenses,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-UKSouth-EquitracPrintServices-PROD-RG,Bandwidth,$0.56
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-UKSouth-EquitracPrintServices-PROD-RG,Storage,$10.40
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-UKSouth-EquitracPrintServices-PROD-RG,Virtual Machines,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-UKSouth-EquitracPrintServices-PROD-RG,Virtual Machines Licenses,$114.36
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-UKSOUTH-FileServices-PROD-RG,Bandwidth,$0.11
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-UKSOUTH-FileServices-PROD-RG,Storage,$1399.34
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-UKSOUTH-FileServices-PROD-RG,Virtual Machines,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-UKSOUTH-FILESERVICES-RESTORE-RG,Bandwidth,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-UKSOUTH-FILESERVICES-RESTORE-RG,Storage,$1103.02
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-UKSOUTH-SERVICENOW-PROD-RG,Bandwidth,$0.07
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-UKSOUTH-SERVICENOW-PROD-RG,Storage,$5.51
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-UKSOUTH-SERVICENOW-PROD-RG,Virtual Machines,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,tsg-unifiedcomm-prod-rg,Azure App Service,$182.87
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,tsg-unifiedcomm-prod-rg,Bandwidth,$0.24
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,tsg-unifiedcomm-prod-rg,Traffic Manager,$0.78
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-AIDENCONTENTSYNC-PROD-RG,Bandwidth,$11.46
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-AIDENCONTENTSYNC-PROD-RG,Storage,$12.99
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-AIDENCONTENTSYNC-PROD-RG,Virtual Machines,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-AIDENCONTENTSYNC-PROD-RG-asr,Storage,$11.78
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-ALFRESCOBACKUP-PROD-RG,Storage,$86.04
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-AVANADEMPBFCORP-PROD-RG,Bandwidth,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-AVANADEMPBFCORP-PROD-RG,Storage,$14.59
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-AVANADEMPBFCORP-PROD-RG,Virtual Machines,$0.28
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-AvanadeMP-PROD-RG,Bandwidth,$0.96
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-AvanadeMP-PROD-RG,Load Balancer,$20.42
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-AvanadeMP-PROD-RG,Storage,$7.39
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-AvanadeMP-PROD-RG,Virtual Machines,$0.37
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-AvanadeMP-PROD-RG,Virtual Network,$4.05
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-CitrixFiles-Prod,Storage,$2.84
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-DAT-PROD-RG,Bandwidth,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-DAT-PROD-RG,Storage,$7.28
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-DAT-PROD-RG,Virtual Machines,$194.23
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,tsg-useast-dirsync-prod-rg,Bandwidth,$0.48
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,tsg-useast-dirsync-prod-rg,Storage,$13.35
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,tsg-useast-dirsync-prod-rg,Virtual Machines,$0.21
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-DIRSYNC-PROD-RG-asr,Bandwidth,$3.32
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-DIRSYNC-PROD-RG-asr,Storage,$1.98
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEast-ECONTRACTS-PROD-RG,Azure App Service,$80.95
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEast-ECONTRACTS-PROD-RG,Bandwidth,$0.16
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEast-ECONTRACTS-PROD-RG,Storage,$3.14
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-ENTCA-PROD-RG,Bandwidth,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-ENTCA-PROD-RG,Key Vault,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-ENTCA-PROD-RG,Storage,$58.64
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-ENTCA-PROD-RG,Virtual Machines,$310.97
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEast-EquitracNA-PROD-RG,Bandwidth,$2.32
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEast-EquitracNA-PROD-RG,Storage,$41.64
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEast-EquitracNA-PROD-RG,Virtual Machines,$135.75
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEast-EquitracNA-PROD-RG,Virtual Machines Licenses,$228.73
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEast-EquitracNA-PROD-RG-asr,Bandwidth,$21.22
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEast-EquitracNA-PROD-RG-asr,Storage,$18.45
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-FILESERVICES-BFCORP-PROD-RG,Bandwidth,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-FILESERVICES-BFCORP-PROD-RG,Storage,$2667.85
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-FILESERVICES-BFCORP-PROD-RG,Virtual Machines,$136.70
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-FILESERVICES-BFCORP-PROD-RG-ASR,Storage,$3109.26
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-FILESERVICES-PROD-RG,Bandwidth,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-FILESERVICES-PROD-RG,Storage,$3308.93
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-FILESERVICES-PROD-RG,Virtual Machines,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-FILESERVICES-PROD-RG-ASR,Storage,$3413.89
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-HRSReporting-PROD-RG,SQL Database,$32.55
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-HybridExchange-PROD-RG,Bandwidth,$0.10
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-HybridExchange-PROD-RG,Load Balancer,$1.98
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-HybridExchange-PROD-RG,Storage,$0.25
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-HybridExchange-PROD-RG,Virtual Machines,$41.24
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-HYPERION-PROD-RG,Storage,$13.47
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-IFSINTEGRATIONTOOL-PROD-RG,Bandwidth,$0.00
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-IFSINTEGRATIONTOOL-PROD-RG,Storage,$172.45
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-IFSINTEGRATIONTOOL-PROD-RG,Virtual Machines,$407.57
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-IFSINTEGRATIONTOOL-PROD-RG,Virtual Machines Licenses,$227.60
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-IFSINTEGRATIONTOOL-PROD-RG-ASR,Storage,$78.46
svc_tsgazure_admin TSG Production and TSG Pre Production,TSG Production,TSG-USEAST-iManage-PROD-RG,Bandwidth,$0.48
