CompanyId,Cik,CikInt,ParentCik,Ticker,ShortName,CompanyName,SapClientId,Duns,IsPublicOrPrivate,ParentDuns,GlobalDuns,Sic,Naics,IndustryId,SectorId,SubSectorId,OfficeId,RegionId,GeographyId,StateId,AuditFirmId,DesignationId,DeloitteProgramId,FortuneRank,RussellTier,IsSp500,RevenueTtm,MarketCap,TotalAssets,FilingDate,FiscalYearEnd,IsActive,CreatedDateTime,UpdatedDateTime,ETL_ROW_HASH
51954,884144,884144,NULL,ASUR,ASURE SFTWR,ASURE SOFTWARE INC,NULL,147134548,1,NULL,NULL,7373,334290,9,21,66,144,2,5,47,34,1,NULL,NULL,NULL,NULL,95828000,183260048,419908000,00:00.0,1231,1,19:41.0,01:05.5,1F968DB7B74716E00A0CCDFEF04E71B9A84AD29F631C11579E54B2B13B63AAEB
51955,880266,880266,NULL,AGCO,AGCO,AGCO CORP,NULL,618938260,1,NULL,NULL,3523,333111,2,25,26,126,1,1,12,6,1,NULL,334,1000,NULL,12651400000,10343023616,10103700000,00:00.0,1231,1,40:57.3,01:13.7,8A6F045308F54414E2F63921CE002A9FB5989C204ED8E2EA85376A752AC0226D
51974,708781,708781,NULL,CASS,CASS INFORMATION SYS,CASS INFORMATION SYSTEMS INC,NULL,119038354,1,NULL,NULL,7389,541512,9,21,66,152,2,11,27,6,1,NULL,NULL,2000,NULL,182476000,621318336,2573023000,00:00.0,1231,1,40:57.3,01:13.7,9F9818863751DF0AA9323115E9A7BB4EBB13AF05A817DC3804E1823BC2144704
51996,771266,771266,NULL,KOPN,KOPIN,KOPIN CORP,NULL,144123528,1,NULL,NULL,3674,334419,9,21,25,107,1,12,22,21,1,NULL,NULL,NULL,NULL,47401190,106539392,43752172,00:00.0,1228,1,40:57.3,01:08.1,D548A09F80075EDFD43BB4A3B4F1F325451EFEABD87414D3CFE01A1CF5D58899
52000,884217,884217,NULL,NULL,TAILORED BRANDS,TAILORED BRANDS INC (FKA MENS WEARHOUSE INC),NULL,80142523,0,NULL,NULL,5600,448110,1,20,61,154,2,9,47,5,2,7,NULL,NULL,NULL,2443302000,80631400,2500415000,00:00.0,130,1,10:22.6,01:13.7,F69848AA7D500C9AE74B958A7F21E10FB466B382375523819FD37A44EA8BCC5F
52017,885245,885245,NULL,BKE,BUCKLE,BUCKLE INC,NULL,35055219,1,NULL,NULL,5651,448110,1,20,61,139,2,11,32,5,1,NULL,NULL,2000,NULL,1345187000,2172985088,837579000,00:00.0,128,1,40:57.3,01:06.0,CB9B4B4F39CF071A03C011CCC4AE2379C112456620E719655FA0C0A66D7D87AC
52025,885074,885074,NULL,AGHC,AEON GLOBAL HEALTH,AEON GLOBAL HEALTH CORP,NULL,154134753,1,NULL,NULL,8071,541512,9,21,66,126,1,1,12,9,1,NULL,NULL,NULL,NULL,12932305,2944774,3911096,00:00.0,630,1,54:16.0,01:13.7,EE82C0468B4EC22E4A329A1F15571CDFD7FD6EA7F7C717061E071A9BEA79E634
52034,1005284,1005284,NULL,OLED,UNIVERSAL DISPLAY CORP PA,UNIVERSAL DISPLAY CORP,NULL,963267893,1,NULL,NULL,3670,334419,9,21,25,200,1,16,34,6,1,NULL,NULL,1000,NULL,616619000,5100130816,1532820000,00:00.0,1231,1,40:57.3,01:05.5,89225EA8CC4A3AF0B686870AF28F36695640F4B6C3FD60A36B7CED2824E58A06
52046,885978,885978,NULL,USPH,U S PHYSICAL THERAPY,US PHYSICAL THERAPY INC,NULL,625689880,1,NULL,NULL,8000,621111,4,7,32,154,2,9,47,17,1,NULL,NULL,2000,NULL,553144000,1045327744,858154000,00:00.0,1231,1,40:57.3,01:15.1,4668D19874BF27B5F77062D93DC534C5B66B7BC1B57AE3580DB3BAD37D3A770B
52049,885725,885725,NULL,BSX,BOSTON SCIENTIFIC,BOSTON SCIENTIFIC CORP,NULL,21717889,1,NULL,NULL,3841,339112,4,12,37,107,1,12,22,4,1,8,319,1000,1,12682000000,66387628032,32470000000,00:00.0,1231,1,40:57.3,01:13.7,3E0775EE640C10836A2E456D7A36E59375030F71FB21B59A6ED6546C9458758F
52057,885639,885639,NULL,KSS,KOHLS,KOHLS CORP,NULL,787408996,1,NULL,NULL,5311,452111,1,20,61,137,2,3,53,4,1,16,183,1000,0,18098000000,3471411200,14345000000,00:00.0,131,1,40:57.3,01:09.3,49F99E6A183E96BE51709DA8859D1C9E434E35B6C26CFC904A605227C6BCF773
52063,1757898,1757898,NULL,STE,STERIS,STERIS PLC,NULL,177360039,1,NULL,NULL,3842,339113,4,12,37,214,2,6,38,4,3,NULL,NULL,1000,1,4783688000,18587033600,10799924000,00:00.0,331,1,57:27.9,01:13.7,5223F59A80D021845D9387188290152DC4A33878293B79D123DCC53F1B785992
52066,886206,886206,NULL,FC,FRANKLIN COVEY,FRANKLIN COVEY CO,NULL,113402713,1,NULL,NULL,8741,611710,1,20,61,183,3,15,48,5,1,4,NULL,2000,NULL,276107000,659516224,234085000,00:00.0,831,1,40:57.3,26:31.6,01F4F3E5B9768D1AC14BFC044EB7F9BF1756FF21064F5C344962B5F9D766A8A2
52082,887343,887343,NULL,COLB,COLUMBIA BANKING SYSTEM,UMPQUA HOLDINGS CORP (FKA COLUMBIA BANKING SYSTEM INC),NULL,31465958,1,NULL,NULL,6022,522120,3,3,9,180,3,15,52,5,1,7,NULL,2000,NULL,720030000,2363315968,20265843000,00:00.0,1231,1,10:22.7,01:15.1,F7F9652D2D078F1C220B4DAE45C49B12D7B9E5649563D785207A221F30AFD304
52087,886158,886158,NULL,BBBY,BED BATH & BEYOND,BED BATH & BEYOND INC,NULL,58127986,1,NULL,NULL,5700,442299,1,20,61,200,1,16,34,6,1,8,381,2000,0,6210944000,244302592,4401426000,00:00.0,228,1,40:57.3,01:13.7,B33E53437E2A68C7BE58FC8560F6CE32740EE324C50F1B28DB8A9DFA47C71BB2
52091,885550,885550,NULL,CACC,CREDIT ACCEPTANCE,CREDIT ACCEPTANCE CORP MICH,NULL,87743530,1,NULL,NULL,6141,522291,3,3,9,212,2,6,25,17,1,NULL,NULL,1000,NULL,1832400000,6154101248,6904700000,00:00.0,1231,1,40:57.3,01:13.7,98C19DE2D4F3C7C839C9363ACAEA6863FC09C9228A2C7459EA57CCEB05CAD223
52094,1408075,1408075,NULL,GPK,GRAPHIC PACKAGING HLDG,GRAPHIC PACKAGING HOLDING CO,NULL,943786657,1,NULL,NULL,2650,322130,2,26,11,126,1,1,12,7,1,NULL,466,1000,NULL,9440000000,6861018112,10328000000,00:00.0,1231,1,40:57.3,01:07.4,B2944619660ECB21A745CB81F973101BF450637DD9992147DB7B47ECE5A0FBF1
52095,882184,882184,NULL,DHI,HORTON D R,D R HORTON INC,NULL,97047369,1,NULL,NULL,1531,236117,3,19,30,211,2,5,47,4,1,NULL,124,1000,1,33684400000,30784106496,30264500000,00:00.0,930,1,40:57.3,01:13.7,F42CFBE7DCC8F878996A5B909B095796F00CB6F6B68EFA3EF7C4C4CA0AAEFACD
52113,887150,887150,NULL,HAMP,HAMPSHIRE,HAMPSHIRE GROUP LTD,NULL,88470802,1,NULL,NULL,2253,315191,1,4,5,120,1,2,44,9,1,NULL,NULL,NULL,NULL,104344000,2185749,37867000,00:00.0,1231,1,06:49.1,01:13.7,3310574B76623745028658E0F49B88F454099BE141CD27AEDEB6A1BC89260F96
52123,886128,886128,NULL,FCEL,FUELCELL ENERGY,FUELCELL ENERGY INC,NULL,50627884,1,NULL,NULL,3620,541710,2,17,83,104,1,16,8,6,1,NULL,NULL,2000,NULL,135762000,1724323072,892383000,00:00.0,1031,1,40:57.3,01:15.1,E5DD81E1FE24DCD8D06FCA38629B7946EFA6E8CC699AB4371BA4CF90C3E7FEFB
52135,829224,829224,NULL,SBUX,STARBUCKS,STARBUCKS CORP,NULL,155366107,1,NULL,NULL,5810,722213,1,23,31,180,3,15,52,5,1,11,120,1000,1,32913800000,1.16E+11,28256100000,00:00.0,927,1,10:22.7,01:13.7,0252B52A7DFCB3C23A7977DE811686BAA7677082AC9E2D196E9B6328F01944E7
52139,885508,885508,NULL,STRS,STRATUS PROP,STRATUS PROPERTIES INC,NULL,884187212,1,NULL,NULL,6552,237210,2,25,14,144,2,5,47,18,1,NULL,NULL,2000,NULL,37498000,160333728,445140000,00:00.0,1231,1,54:16.0,01:07.6,B6D70832C603162696731FDEFDC9BE58AF777B86EB0D690F1FA0AB94658DFA13
52155,796534,796534,NULL,NKSH,NATL BANKS,NATIONAL BANKSHARES INC VA,NULL,156504698,1,NULL,NULL,6021,522110,3,3,9,134,1,8,49,9,1,NULL,NULL,NULL,NULL,58721000,237855520,1677551000,00:00.0,1231,1,19:45.1,01:06.0,8ABE0ACC3E5B3915807C9E5C870C9232E18CC7401E4747F5814E9813AFA05EA4
52168,887733,887733,NULL,CENT,CENTRAL GARDEN & PET,CENTRAL GARDEN & PET CO,NULL,9439530,1,NULL,NULL,5190,424910,1,20,72,217,3,13,6,5,1,15,785,2000,NULL,3304853000,426001088,3229069000,00:00.0,930,1,10:22.7,01:13.7,ED39726197A8EFE20F758BD915B5C2CB61987E20BB56A70750FD0C0604DF7E3C
52176,850460,850460,NULL,WIRE,ENCORE WIRE,ENCORE WIRE CORP,NULL,364095273,1,NULL,NULL,3350,331422,2,25,33,145,2,5,47,4,1,NULL,910,2000,NULL,3017555000,2562641920,2018732000,00:00.0,1231,1,40:57.3,01:13.7,FDF06A6430F6387B8CA1BBB0E213E0D623162688B46986C43FDF5451A269AA34
52178,860518,860518,NULL,ITEX,ITEX,ITEX CORP,NULL,968760785,1,NULL,NULL,7389,425110,3,3,9,180,3,15,52,9,1,NULL,NULL,NULL,NULL,9615000,8528549,9297000,00:00.0,731,1,03:52.6,01:13.7,E4616208E426AAB85A2A8520551231A88C301DA53CEFD484EEF18A77330DD067
52181,886835,886835,NULL,NULL,SUPERIOR ENERGY SERVICES,SUPERIOR ENERGY SERVICES INC,NULL,933632952,1,NULL,NULL,1389,213112,2,26,44,154,2,9,47,7,4,NULL,NULL,NULL,NULL,694682000,0,1224359000,00:00.0,1231,1,36:34.0,01:13.7,7116EE1597417447EF8CCC0F02F49C105EE55B43CB08C29664EEAEF5D8DB3C9C
52264,1408100,1408100,NULL,KW,KENNEDY-WILSON HLDG,KENNEDY-WILSON HOLDINGS INC,NULL,795210228,1,NULL,NULL,6500,531190,3,19,57,172,3,10,6,6,1,NULL,NULL,2000,NULL,540000000,2152291840,8271800000,00:00.0,1231,1,40:57.3,01:07.0,55AEB4C7950668CCB34E37943350181B776BECE3F33BEE10C594E661772FB901
52266,888491,888491,NULL,OHI,OMEGA HC INVESTORS,OMEGA HEALTHCARE INVS INC,NULL,107570975,1,NULL,NULL,6798,525930,3,19,59,135,1,8,23,4,1,NULL,NULL,1000,NULL,878244000,6531358208,9405163000,00:00.0,1231,1,40:57.3,01:13.7,FB6B96A32CDD862C3F94F35029351AB08B6E73240462891E60BF7460A7195AD1
52276,887905,887905,NULL,LTC,LTC PROP,LTC PROPERTIES INC,NULL,795284793,1,NULL,NULL,6798,525930,3,19,59,172,3,10,6,4,1,NULL,NULL,2000,NULL,128244000,1448451328,1656103000,00:00.0,1231,1,40:57.4,01:13.7,085CF575332C77C97C75BAEC3159269FA705A048F7B6F37F47EA3FE2D48DA1A3
52303,862668,862668,NULL,ESMC,ESCALON MED,ESCALON MEDICAL CORP,NULL,943170258,1,NULL,NULL,3845,339112,4,12,37,131,1,16,41,34,1,NULL,NULL,NULL,NULL,10937549,472097,4641735,00:00.0,630,1,54:15.9,01:13.7,D4DC2A28C4D4935B12362AF40070259488E6BEC8270F8C34976791AE30B1F375
52308,890564,890564,NULL,ASGN,ASGN,ASGN INC (FKA ON ASSIGNMENT INC),NULL,157674896,1,NULL,NULL,7363,561310,1,23,64,134,1,8,49,5,1,7,663,2000,NULL,4581100000,4129224960,3585700000,00:00.0,1231,1,10:22.7,01:13.7,39E0E34782160C024473287D0EA481A1BF9E558BC8357A666E921EC0C024E120
52321,887596,887596,NULL,CAKE,CHEESECAKE FACTORY,CHEESECAKE FACTORY INC,NULL,794351783,1,NULL,NULL,5812,722110,1,23,31,172,3,10,6,6,1,NULL,848,2000,NULL,3303156000,1745713664,2775220000,00:00.0,103,1,40:57.4,01:05.5,927C09F5987A6E0659804ED5609D182202D6564A49DE53DC5AB72B21E3B3C7D7
52339,889348,889348,NULL,CVU,CPI AEROSTRUCTURES,CPI AEROSTRUCTURES INC,NULL,71511344,1,NULL,NULL,3728,336413,2,25,2,208,1,16,37,21,1,NULL,NULL,NULL,NULL,85608276,14913686,54637799,00:00.0,1231,1,49:18.1,01:13.7,B9E47FFBCA7F5EA4D6D67B606F938B8ACE7DE8FF0CD4F0FED240D7A734D2AD9F
52347,889331,889331,NULL,LFUS,LITTELFUSE,LITTELFUSE INC,NULL,5212246,1,NULL,NULL,3613,335313,2,25,33,136,2,3,17,17,1,NULL,NULL,1000,NULL,2513897000,5517028864,3903734000,00:00.0,1230,1,40:57.4,01:13.7,32B6C6CA8A3999134F88D2A8066CD9BED3C51E9252C02E8E84FA6706E5341D1E
52401,889609,889609,NULL,CPSS,CONSUMER PORTFOLIO SERVICES,CONSUMER PORTFOLIO SERVICES INC,NULL,781328026,1,NULL,NULL,6199,522291,3,3,9,201,3,10,6,16,1,NULL,NULL,2000,NULL,329709000,187016720,2752768000,00:00.0,1231,1,12:39.9,01:24.0,27BCA9E878235ECC26419411D9BE4BD051DA542976275F8FB08BDF35FE5FE9F4
52402,891014,891014,NULL,MTX,MINERALS TECH,MINERALS TECHNOLOGIES INC,NULL,796929313,1,NULL,NULL,2810,325188,2,26,40,101,1,16,37,6,1,NULL,NULL,2000,NULL,2125500000,1975571968,3401600000,00:00.0,1231,1,40:57.4,01:13.7,507F46E023D79C800F8E073AEE7EB329D26A3AFB2C3C302F0C23056D12AF84A8
52441,890926,890926,NULL,RDN,RADIAN,RADIAN GROUP INC,NULL,796117851,1,NULL,NULL,6351,524126,3,10,42,131,1,16,41,7,1,NULL,NULL,2000,NULL,1190726000,3018028800,7063729000,00:00.0,1231,1,48:03.7,01:13.7,40991148DBF1A0BD77273C618AC09C9F716D5D5D31DA68FDE62A3B6F9A396DBB
52458,891024,891024,NULL,PDCO,PATTERSON COMPANIES,PATTERSON COMPANIES INC,NULL,6962500,1,NULL,NULL,5047,423450,1,20,72,138,2,11,26,4,1,NULL,529,2000,0,6389091000,2898450432,2941991000,00:00.0,429,1,40:57.4,01:05.6,D27D45C168B9FAAB383C4DF0E3BC42179F7BD2180E25751C3AD79EA21A509344
52467,886346,886346,NULL,KAI,KADANT,KADANT INC,NULL,617349139,1,NULL,NULL,3550,333291,2,25,33,107,1,12,22,6,1,NULL,NULL,2000,NULL,904739000,2092333440,1149881000,00:00.0,1231,1,40:57.4,01:13.7,13A759A78FF8949527864769DE4D9065C713B10E40B57E36B0AF38F82C72A42D
52470,797465,797465,NULL,STLY,HG HLDG,HG HOLDINGS INC,NULL,97430417,1,NULL,NULL,6798,337122,1,4,50,120,1,2,30,13,1,NULL,NULL,NULL,NULL,14482000,20398520,41103000,00:00.0,1231,1,27:48.6,01:06.2,4BC425BBE58D7C6E3738858E07B17640CCE0951806412631732DD2E01DB33D2E
52485,891532,891532,NULL,PESI,PERMA FIX ENVIRONMENTAL SERVICES,PERMA-FIX ENVIRONMENTAL SVCS,NULL,179768684,1,NULL,NULL,4955,562112,1,23,64,126,1,1,12,17,1,NULL,NULL,NULL,NULL,70599000,47036388,70898000,00:00.0,1231,1,06:49.3,01:10.8,9C14C7023523714E48310190A04FE74E9990D57DFB437C5D1CFEF4C64E1312D0
52501,886163,886163,NULL,LGND,LIGAND PHARMA,LIGAND PHARMACEUTICAL INC,NULL,184105260,1,NULL,NULL,2834,325412,4,12,35,175,3,10,6,4,1,NULL,NULL,2000,NULL,196245000,1141837056,762668000,00:00.0,1231,1,40:57.4,01:05.5,7DEA4CAE929C4BA9D15D6CF303D72B96D0B6EEF7A9C5EABB9E90B3695A44150D
52532,893538,893538,NULL,SM,SM ENERGY,SM ENERGY CO,NULL,76478155,1,NULL,NULL,1311,211111,2,26,44,146,2,9,7,4,1,NULL,905,2000,NULL,3358647000,4262250752,5716039000,00:00.0,1231,1,40:57.4,01:05.5,65C31094AE7542C9F5E7C3405AE71484252A7BC1173BBC37E463985909B0CE7F
52544,891166,891166,NULL,UVE,UNIVERSAL INSURANCE HLDG,UNIVERSAL INSURANCE HOLDINGS,NULL,621396407,1,NULL,NULL,6331,524126,3,10,42,244,1,7,11,25,1,NULL,NULL,2000,NULL,1222658000,318858368,2890154000,00:00.0,1231,1,40:57.4,01:05.5,A39BB95CA437F84BBDA9EFE17ED583EF5C3DA6729EAEE2479F3D56208EFF1917
52574,875657,875657,NULL,ULBI,ULTRALIFE,ULTRALIFE CORP,NULL,623316726,1,NULL,NULL,3690,335912,2,25,33,215,2,6,37,9,1,NULL,NULL,NULL,NULL,131840000,61065744,168430000,00:00.0,1231,1,54:16.0,01:05.9,DC3D48AC267E9A723928D83C8B6316DAE9CC8A97CEA672ACD12B491EC0CCA728
52580,1800227,1800227,NULL,IAC,IAC,IAC INC,NULL,117599106,1,NULL,NULL,7370,518210,9,27,56,101,1,16,37,4,1,NULL,709,1000,NULL,5235280000,3686508032,10393635000,00:00.0,1231,1,40:57.4,01:13.7,29F793E44A90A638EED339FB9AF32CB0E2B5140399F71459AB9DBCAE00A2C331
52595,874499,874499,NULL,GPOR,GULFPORT ENERGY,GULFPORT ENERGY CORP,NULL,4850660,1,NULL,NULL,1311,211111,2,26,44,149,2,9,39,17,1,NULL,NULL,2000,NULL,1331112000,1421315840,2534479000,00:00.0,1231,1,19:39.2,01:09.3,2672E3F90B6D3B1B0E1CDC27E939F595557146922B6CD4BB93BB57E8099C7F7A
52598,859070,859070,NULL,FCBC,FIRST COMMUNITY BANKS,FIRST COMMUNITY BANKSHARES INC,NULL,106307432,1,NULL,NULL,6022,522110,3,3,9,134,1,8,49,9,1,NULL,NULL,2000,NULL,143273000,559344960,3135572000,00:00.0,1231,1,40:57.4,01:05.5,31ACE37C1D4720F94A052766A2C10D3066B13D3456E4FD068D88396C689F45BB
52752,894627,894627,NULL,EGY,VAALCO ENERGY,VAALCO ENERGY INC,NULL,602328478,1,NULL,NULL,1311,211111,2,26,44,154,2,9,47,11,1,NULL,NULL,2000,NULL,354326000,484435520,855641000,00:00.0,1231,1,18:40.3,01:07.0,977AA90DD6AE09694A501779C5B6D4D8552EFFE4EB990E251FB3B26125D521F7
52778,1078207,1078207,NULL,NLS,NAUTILUS,NAUTILUS INC,NULL,157661877,1,NULL,NULL,3949,339920,1,4,50,181,3,15,52,17,1,NULL,NULL,NULL,NULL,338078000,49165208,225093000,00:00.0,331,1,40:57.4,01:05.6,DAD92FCA1ACAF0A944F24EFD1E95ADB2B41C1D96CD873206C3048F4C790F1331
52817,895456,895456,NULL,RCKY,ROCKY BRANDS,ROCKY BRANDS INC,NULL,79421384,1,NULL,NULL,3140,316219,1,4,5,165,2,4,38,9,1,NULL,NULL,2000,NULL,615475000,173416144,582390000,00:00.0,1231,1,40:57.4,01:15.1,E95638917CDCB9D721C7BB685FF6DA7784BDACE5A6B2E7D8772D60ECAC7D7532
52818,895419,895419,NULL,CREE,WOLFSPEED,WOLFSPEED INC (FKA CREE INC),NULL,183252501,1,NULL,NULL,3674,334412,9,21,25,119,1,2,30,7,1,NULL,NULL,1000,NULL,873900000,8671329280,5342900000,00:00.0,625,1,30:36.2,01:13.7,0376BBFA833B20C3E3E6CEC0E28CC534D9E0B7834891E109ECD8DE7EDF89402B
52819,894315,894315,NULL,SITC,SITE CENTERS,SITE CENTERS CORP,NULL,64082100,1,NULL,NULL,6798,525930,3,19,59,214,2,6,38,7,1,NULL,NULL,2000,NULL,552353000,2864666112,4045017000,00:00.0,1231,1,40:57.4,01:13.7,914717E5BAAA3371831FFAC572D2BFFEC8EDA078D8BEE2C6E4F4D5F208C8A197
52827,895126,895126,NULL,CHK,CHESAPEAKE ENERGY,CHESAPEAKE ENERGY CORP,NULL,800090045,1,NULL,NULL,1311,211111,2,26,44,149,2,9,39,7,1,NULL,535,1000,0,14123000000,12670990336,15468000000,00:00.0,1231,1,40:57.4,01:13.7,F18C00A0F3D15E179C0BB2CA4E1DC638FAB794F98CA040365835278293B0B0F5
52829,1639691,1639691,NULL,LIVN,LIVANOVA,LIVANOVA PLC,NULL,220695486,1,NULL,NULL,3845,334510,4,12,37,NULL,NULL,NULL,NULL,7,3,NULL,NULL,2000,NULL,1021805000,2981426432,2294773000,00:00.0,1231,1,40:57.4,01:05.5,E51871FD1DB7C3261B5D3A38419926896A6495E96A3F9D806249B4EF7DD38D27
52837,886136,886136,NULL,SGA,SAGA COMM,SAGA COMMUNICATIONS INC,NULL,798073136,1,NULL,NULL,4832,515112,9,27,56,212,2,6,25,35,1,NULL,NULL,NULL,NULL,114893000,143566944,240753000,00:00.0,1231,1,19:37.7,01:12.2,1BD83BB3B20DF5169282A27E6B9F3996E55327DA8F1FEBFA40ACBC030D863D2B
52850,784199,784199,NULL,AORT,ARTIVION,ARTIVION INC (FKA CRYOLIFE INC),NULL,119253177,1,NULL,NULL,3841,541710,4,12,37,126,1,1,12,4,1,NULL,NULL,2000,NULL,313789000,486373536,762798000,00:00.0,1231,1,36:35.1,01:13.7,D73159FE0341DA04D6A4BB1A8F0B53D159D2381D49394FC8368076AB9FACB617
52856,895417,895417,NULL,ELS,EQUITY LIFESTYLE PROP,EQUITY LIFESTYLE PROPERTIES,NULL,802089169,1,NULL,NULL,6798,525930,3,19,59,136,2,3,17,4,1,NULL,NULL,1000,NULL,1431097000,12156771328,5492519000,00:00.0,1231,1,40:57.4,01:13.7,1A0A07C32F10D55322E359D7670B0517014821F30294DE00E0EA2FA8DCEF90E1
52867,101984,101984,NULL,UEIC,UNIVERSAL ELECTRONICS,UNIVERSAL ELECTRONICS INC,NULL,602052169,1,NULL,NULL,3651,334290,9,21,25,178,3,10,4,17,1,NULL,NULL,2000,NULL,542751000,263907392,504163000,00:00.0,1231,1,40:57.5,01:06.4,F1C6EE4FB511D8F19265FD322699984D25A8630155C831C3E1BDA4FE6BF7B19A
52868,731653,731653,NULL,UBCP,UNITED BANC,UNITED BANCORP INC/OH,NULL,196473698,1,NULL,NULL,6022,522110,3,3,9,165,2,4,38,9,1,NULL,NULL,NULL,NULL,29426000,83376304,757400000,00:00.0,1231,1,06:49.4,01:07.4,6580250E40159C0D86D06EE9943FB0459CA922F9A9697305957F694B23D281D9
52897,895665,895665,NULL,CLRD,CLEARDAY,CLEARDAY INC (FKA SUPERCONDUCTOR TECHNOLOGIES),NULL,184764447,1,NULL,NULL,8050,517910,4,7,32,144,2,5,47,9,1,NULL,NULL,NULL,NULL,12391127,14479679,33757835,00:00.0,1231,1,15:46.4,01:13.7,CA6DB93487EAFDEF6ED17E2E8B68C920D4163F093F0ADFABDFBEB341E1F53882
52901,49071,49071,NULL,HUM,HUMANA,HUMANA INC,NULL,49944143,1,NULL,NULL,6324,524114,4,7,28,168,2,4,20,7,1,14,40,1000,1,92870000000,64971284480,43055000000,00:00.0,1231,1,40:57.5,01:13.7,A2B5D9EDEA7D3360F307FA1B29754DC25261C526AACCA1586AC6F593AC298875
52905,896841,896841,NULL,AVID,AVID TECH,AVID TECHNOLOGY INC,NULL,199880659,1,NULL,NULL,7372,334310,1,4,50,107,1,12,22,11,1,NULL,NULL,2000,NULL,417413000,1139903744,287453000,00:00.0,1231,1,40:57.5,01:05.6,AE92A3E6C9F2A827EFC7D95E8598AD36D29D9E6D0C92D93398B875E85063FA8E
52912,896878,896878,NULL,INTU,INTUIT,INTUIT INC,NULL,113290969,1,NULL,NULL,7372,511210,9,21,66,187,3,14,6,4,1,8,366,1000,1,13684000000,1.27E+11,27202000000,00:00.0,731,1,40:57.5,01:13.7,A93C1BAD78B380B42FCC7C08DAAFE8657BF8C0702F2DB12A58B91F3C3B475F7D
52915,892832,892832,NULL,SDON,SANDSTON,SANDSTON CORP,NULL,68806041,1,NULL,NULL,6770,999999,2,25,33,212,2,6,25,25,1,NULL,NULL,NULL,NULL,0,505718,22,00:00.0,1231,1,26:05.1,01:07.1,E7B00A765003A722174C013AAA89F36795000F1B3C15CCB1A1E6E914DD9A09AA
52917,819913,819913,NULL,HALL,HALLMARK FIN SERVICES,HALLMARK FINANCIAL SERVICES INC,NULL,601024003,1,NULL,NULL,6399,524126,3,10,42,211,2,5,47,36,1,NULL,NULL,NULL,NULL,159918000,9847082,1536702000,00:00.0,1231,1,19:51.0,01:07.3,6FA9A78372F2C7659A361A42A4395E3E8AFD6882732C7A8ADB79B7A0F4BCFDE4
52920,896985,896985,NULL,DESTQ,DESTINATION MATERNITY,DESTINATION MATERNITY CORP,NULL,55316459,1,NULL,NULL,5621,448120,1,20,61,131,1,16,34,39,1,NULL,NULL,NULL,NULL,363242000,10858086,265139000,00:00.0,131,1,18:29.1,01:13.7,34A7DA23BB45B6FD709C3F2E3D12B7D2FD17A6221852EDD1A1F2758BF7777E1F
52924,895447,895447,NULL,SCVL,SHOE CARNIVAL,SHOE CARNIVAL INC,NULL,95391173,1,NULL,NULL,5661,448210,1,20,61,167,2,4,18,5,1,4,NULL,2000,NULL,1262235000,725336896,989781000,00:00.0,128,1,40:57.5,01:10.8,E52EE5D511A76110D573A175125A7ADE97C0400B16B3A8FF6793AE4CBFF9F8F6
52948,897078,897078,NULL,KOAN,RESONATE BLENDS,RESONATE BLENDS INC,NULL,131320707,1,NULL,NULL,7372,511210,9,27,56,172,3,10,6,9,1,NULL,NULL,NULL,NULL,60374,3142830,641455,00:00.0,1231,1,20:47.0,01:13.7,D13518AC8E646CBB41A789FD9B663C3D3CC9AE971755EE88159693D888715B19
52949,897429,897429,NULL,CHS,CHICO'S FAS,CHICOS FAS INC,NULL,114332232,1,NULL,NULL,5621,448140,1,20,61,116,1,7,11,4,1,NULL,NULL,2000,NULL,2142020000,634101440,1187841000,00:00.0,128,1,40:57.5,01:11.6,0181BFFA806ECED2F33693BCF0EE5F677CC8611AAA45B34BC2BF1A740C480BF9
52955,897077,897077,NULL,ALG,ALAMO,ALAMO GROUP INC,NULL,23555014,1,NULL,NULL,3523,333111,2,25,26,155,2,5,47,6,1,NULL,NULL,2000,NULL,1513616000,1714520448,1308508000,00:00.0,1231,1,40:57.5,01:05.5,AAC3FD5D505F4A8B297C78489EED8C9C3529FE34833626AD8F5991AD567D3DE0
52968,760498,760498,NULL,BANF,BANCFIRST,BANCFIRST CORP/OK,NULL,144956158,1,NULL,NULL,6021,522110,3,3,9,149,2,9,39,12,1,NULL,NULL,2000,NULL,547344000,2906086656,12387863000,00:00.0,1223,1,40:57.5,01:10.8,6A0B0771327AA7CAD58AF2165745858E9A1BBE0DD8268BE69996426A7F62B39B
52975,827054,827054,NULL,MCHP,MICROCHIP TECH,MICROCHIP TECHNOLOGY INC,NULL,186917969,1,NULL,NULL,3674,334413,9,21,25,178,3,10,4,4,1,NULL,571,1000,1,8050200000,38748114944,16116100000,00:00.0,331,1,40:57.5,01:13.7,49BCCE29D2B6EC8375831C94466F7167871ECC19CDD41A0B103857E753A51247
52988,890547,890547,887921,NULL,REVLON CONSUMER PRODUCTS,REVLON CONSUMER PRODUCTS CP (REVLON INC),NULL,801870478,1,788820165,NULL,2844,325620,1,4,50,101,1,16,37,6,4,NULL,NULL,NULL,NULL,1980400000,NULL,2701600000,00:00.0,1231,1,28:38.2,01:07.4,B429B2FA6A42320903E9C377C144885F909C0ED16870361B03C117ECA7371229
